,Cites,Authors,Title,Year,Source,Publisher,Type,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,"Contains keyword ""SEI""?","Contains keyword ""cathode""?","Contains keyword ""anode""?","Contains keyword ""efficiency""?","Contains keyword ""electrode""?"
2212,307,"MA Roscher, DU Sauer",Dynamic electric behavior and open-circuit-voltage modeling of LiFePO4-based lithium ion secondary batteries,2011,Journal of Power Sources,Elsevier,,34.11,154,2,9,?€? For battery electric vehicles (BEV) and hybrid electric vehicles (HEV) the lithium ion technology (Li-ion) is currently the best trade off between energy and power density on one hand and the costs of a storage system on the other hand side ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
2213,302,"FF Cao, JW Deng, S Xin, HX Ji, OG Schmidt?€?",Cu?€?Si Nanocable Arrays as High?€?Rate Anode Materials for Lithium?€?Ion Batteries,2011,Advanced ?€?,Wiley Online Library,,33.56,50,6,9,"?€? core acts as an integrated current collector and enhances the electronic conductivity, which further enhances the electrochemical performance.29 Moreover, the formation of the unstable SEI layer upon cycling can be also effectively prevented by the nanocable structure.5, 28 ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
2214,300,M Matsui,Study on electrochemically deposited Mg metal,2011,Journal of Power Sources,Elsevier,,33.33,300,1,9,"?€? Since an inhomogeneous SEI layer can be easily formed, the current density of lithium deposition can be easily focused at a particular site which has relatively low resistance in the SEI layer resulting to initiate the dendrite growth ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
2215,299,"YH Chiang, WY Sean, JC Ke",Online estimation of internal resistance and open-circuit voltage of lithium-ion batteries in electric vehicles,2011,Journal of Power Sources,Elsevier,,33.22,100,3,9,"?€? The motivation of this study is to develop an online, simple, training-free, and easily implementable scheme that is capable of estimating such parameters, particularly for the lithium-ion battery in battery-powered vehicles. Based ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
2216,290,"Y Oumellal, N Delpuech, D Mazouzi, N Dupre?€?",The failure mechanism of nano-sized Si-based negative electrodes for lithium ion batteries,2011,Journal of Materials ?€?,pubs.rsc.org,,32.22,58,5,9,"?€? The presence of reduced or overlithiated phase(s) can therefore be ruled out, and the resonance at 2.3 ppm observed here is assigned to diamagnetic lithium trapped in the SEI layer in a slightly different environment compared to that arising at ???0.4 ppm ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
2217,288,"JM Zheng, XB Wu, Y Yang",A comparison of preparation method on the electrochemical performance of cathode material Li [Li0. 2Mn0. 54Ni0. 13Co0. 13] O2 for lithium ion battery,2011,Electrochimica Acta,Elsevier,,32,96,3,9,"Abstract Li [Li 0.2 Mn 0.54 Ni 0.13 Co 0.13] O 2 as a cathode material for Li-ion battery has been successfully prepared by co-precipitation (CP), sol?€?gel (SG) and sucrose combustion (SC) methods. The prepared materials were characterized by XRD, SEM, BET and ?€?",FALSE,TRUE,FALSE,FALSE,FALSE
2218,288,"JM Zheng, XB Wu, Y Yang",A comparison of preparation method on the electrochemical performance of cathode material Li [Li0. 2Mn0. 54Ni0. 13Co0. 13] O2 for lithium ion battery,2011,Electrochimica Acta,Elsevier,,32,96,3,9,"?€? The result of EIS measurements reveals that large surface area and small particle size of the SC-electrode result in more SEI layer formation because of the increased side reactions with the electrolyte during cycling, which deteriorates the electrode/electrolyte interface and thus ?€?",TRUE,TRUE,FALSE,FALSE,TRUE
2219,284,"L Cai, RE White",Mathematical modeling of a lithium ion battery with thermal effects in COMSOL Inc. Multiphysics (MP) software,2011,Journal of Power Sources,Elsevier,,31.56,142,2,9,??? The existing lithium ion battery model in COMSOL's Multiphysics (MP) software is extended to include the thermal effects. ??? The thermal behavior of a lithium ion battery is studied during the galvanostatic discharge process without a pulse. ??? The thermal behavior of a lithium ion ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
2220,264,"?€?, M Wang, T Chen, XW Lou, CM Li",A Hierarchically Nanostructured Composite of MnO2/Conjugated Polymer/Graphene for High?€?Performance Lithium Ion Batteries,2011,Advanced Energy ?€?,Wiley Online Library,,29.33,53,5,9,?€? a) Galvanostatic charge/discharge curves of a LMO/PEDOT/graphene based lithium ion battery cycled at a rate of 50 mA g ???1 between 3.0 and 0.2 V vs. Li + /Li. b) Capacity of LMO/PEDOT/graphene batteries under various current densities ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
2221,261,"E Kang, YS Jung, GH Kim, J Chun?€?",Highly Improved Rate Capability for a Lithium?€?Ion Battery Nano?€?Li4Ti5O12 Negative Electrode via Carbon?€?Coated Mesoporous Uniform Pores with a Simple Self ?€?,2011,Advanced Functional ?€?,Wiley Online Library,,29,52,5,9,A mesostructured spinel Li4Ti5O12 (LTO)?€?carbon nanocomposite (denoted as Meso?€?LTO?€?C) with large (> 15 nm) and uniform pores is simply synthesized via block copolymer self?€?assembly. Exceptionally high rate capability is then demonstrated for Li?€?ion battery (LIB) ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
2222,261,"A Yu, HW Park, A Davies, DC Higgins?€?",Free-Standing Layer-By-Layer Hybrid Thin Film of Graphene-MnO2 Nanotube as Anode for Lithium Ion Batteries,2011,The Journal of ?€?,ACS Publications,,29,52,5,9,"?€? This was caused by (i) the irreversible reactions of residual oxygen groups remaining on graphene during chemical reduction, (ii) the irreversible conversion reaction of the MnO 2 NT by Li ions, and (iii) the formation of a solid-electrolyte interface (SEI) layer by electrolyte ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
2223,244,"AM Chockla, JT Harris, VA Akhavan?€?",Silicon nanowire fabric as a lithium ion battery electrode material,2011,Journal of the ?€?,ACS Publications,,27.11,61,4,9,"A nonwoven fabric with paperlike qualities composed of silicon nanowires is reported. The nanowires, made by the supercritical-fluid?€?liquid?€?solid process, are crystalline, range in diameter from 10 to 50 nm with an average length of> 100 ??m, and are coated with a thin ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
2224,242,"DH Jeon, SM Baek",Thermal modeling of cylindrical lithium ion battery during discharge cycle,2011,Energy Conversion and Management,Elsevier,,26.89,121,2,9,Transient and thermo-electric finite element analysis (FEA) of cylindrical lithium ion (Li-ion) battery was presented. The simplified model by adopting a cylindrical coordinate was employed. This model provides the thermal behavior of Li-ion battery during discharge ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
2225,240,"J Li, AK Dozier, Y Li, F Yang?€?",Crack pattern formation in thin film lithium-ion battery electrodes,2011,Journal of The ?€?,iopscience.iop.org,,26.67,48,5,9,"Cracking of electrodes caused by large volume change and the associated lithium diffusion-induced stress during electrochemical cycling is one of the main reasons for the short cycle life of lithium-ion batteries using high capacity anode materials, such as Si and Sn. In this ?€?",FALSE,FALSE,TRUE,FALSE,TRUE
2226,234,"K Takahashi, H Fujimura, K Takahashi?€?",Lithium-Ion Secondary Battery,2011,US Patent App. 12 ?€?,Google Patents,,26,59,4,9,"A lithium-ion secondary battery includes: a winding body in a coil formation at a battery container, the winding body wrapping a cathode film in which lithium ions store and from which lithium ions extract and a anode film in which lithium ions store and from which lithium ?€?",FALSE,TRUE,TRUE,FALSE,FALSE
2227,231,"GH Kim, K Smith, KJ Lee?€?",Multi-domain modeling of lithium-ion batteries encompassing multi-physics in varied length scales,2011,Journal of the ?€?,iopscience.iop.org,,25.67,58,4,9,"?€? Journal RSS feed. Sign up for new issue notifications. 1945-7111/158/8/A955 Abstract. This paper presents a general multi-scale multi-physics lithium-ion battery model framework, the Multi-Scale Multi-Dimensional model ?€? Multiscale model for a lithium-ion battery ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
2228,230,"JT Han, YH Huang, JB Goodenough",New anode framework for rechargeable lithium batteries,2011,Chemistry of Materials,ACS Publications,,25.56,77,3,9,"?€? The SEI layer formed on a lithium anode prevents uniform plating out of Li during charge, and on repeated charge/discharge cycling, dendrites forming on the anode can grow across the separator to short-circuit a cell and set fire to the flammable electrolyte ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
2229,229,"X Xiao, P Lu, D Ahn",Ultrathin multifunctional oxide coatings for lithium ion batteries,2011,Advanced Materials,Wiley Online Library,,25.44,76,3,9,"?€? of lithium ion batteries.3, 4 However, the high surface area of nanostructured materials normally leads to the formation of a large amount of solid electrolyte interphase (SEI), which results in a substantial first cycle irreversible capacity loss by trapping lithium in the SEI layer.3 On ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
2230,228,"AJ Smith, JC Burns, D Xiong?€?",Interpreting high precision coulometry results on Li-ion cells,2011,Journal of The ?€?,iopscience.iop.org,,25.33,57,4,9,?€? Figure 1A shows that during charge a Li + traveling through the electrolyte can help form a new SEI layer on the old SEI surface if an e ??? can tunnel from the electrode to meet it ?€? The new SEI then pushes out the old SEI layer and increases the total width of the layer ?€?,TRUE,FALSE,FALSE,FALSE,TRUE
2231,225,"S Jin, H Deng, D Long, X Liu, L Zhan, X Liang?€?",Facile synthesis of hierarchically structured Fe3O4/carbon micro-flowers and their application to lithium-ion battery anodes,2011,Journal of Power ?€?,Elsevier,,25,32,7,9,"A flower-like Fe 3 O 4/carbon nanocomposite with nano/micro hierarchical structure is prepared by controlled thermal decomposition of the iron alkoxide precursor, which is obtained via an ethylene glycol-mediated solvothermal reaction of FeCl 3 and ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
2232,220,"JB Goodenough, Y Kim",Challenges for rechargeable batteries,2011,Journal of Power Sources,Elsevier,,24.44,110,2,9,?€? Abstract. Strategies for Li-ion batteries that are based on lithium-insertion compounds as cathodes are limited by the capacities of the cathode materials and by the safe charging rates for Li transport across a passivating SEI layer on a carbon-based anode ?€?,TRUE,TRUE,TRUE,FALSE,FALSE
2233,217,"SP Kim, ACT Van Duin, VB Shenoy",Effect of electrolytes on the structure and evolution of the solid electrolyte interphase (SEI) in Li-ion batteries: A molecular dynamics study,2011,Journal of Power Sources,Elsevier,,24.11,72,3,9,"?€? [13], [14], and Edstr??m et al. [15], [16] suggest SEI to be a dense layer of inorganic components close to the anode, followed by a porous organic or polymeric layer close to the electrolyte phase ?€? Finally, a good SEI should be a compact layer adhering well to the anode ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
2234,216,"AJ Smith, JC Burns, X Zhao, D Xiong?€?",A high precision coulometry study of the SEI growth in Li/graphite cells,2011,Journal of The ?€?,iopscience.iop.org,,24,43,5,9,"?€? Similarly, lithiated graphite exposed to electrolyte reacts to form an SEI which helps passivate the surface and slows further reactions ?€? 23 The simplest of these is the ""parabolic growth law"" which assumes that the rate of increase in the thickness of the passivating layer, x, is ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
2235,209,"AR Kamali, DJ Fray",Tin-based materials as advanced anode materials for lithium ion batteries: a review,2011,Rev. Adv. Mater. Sci,194.226.210.10,PDF,23.22,105,2,9,"?€? Lithium ion batteries have been considered as the future source of power in emission-free vehicles, thanks to their potential to produce large amounts of power ?€? in energy density, both the anode and cathode ma- terials will need to be improved [1-6]. In a Li ion battery, the anode ?€?",FALSE,TRUE,TRUE,FALSE,FALSE
2236,199,"Y Yang, S Jeong, L Hu, H Wu?€?",Transparent lithium-ion batteries,2011,Proceedings of the ?€?,National Acad Sciences,,22.11,40,5,9,"?€? Research Article. Transparent lithium-ion batteries. Yuan Yang, Sangmoo Jeong, Liangbing Hu, Hui Wu, Seok Woo Lee, and Yi Cui. PNAS August 9, 2011 108 (32) 13013-13018; first published July 25, 2011 https://doi.org/10.1073/pnas.1102873108 ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
2237,193,"G Hautier, A Jain, H Chen, C Moore, SP Ong?€?",Novel mixed polyanions lithium-ion battery cathode materials predicted by high-throughput ab initio computations,2011,Journal of Materials ?€?,pubs.rsc.org,,21.44,32,6,9,"The discovery of new chemistries outperforming current lithium intercalation cathodes is of major technological importance. In this context, polyanionic systems with the potential to exchange multiple electrons per transition metal are particularly interesting because they ?€?",FALSE,TRUE,FALSE,FALSE,FALSE
2238,193,"L Hu, F La Mantia, H Wu, X Xie?€?",Lithium?€?ion textile batteries with large areal mass loading,2011,Advanced Energy ?€?,Wiley Online Library,,21.44,39,5,9,"?€? Li/Li + ). Metallic lithium was used as the counter electrode ?€? The devices were assembled in an argon?€?filled glovebox with oxygen and water contents below 1 and 0.1 ppm, respectively. The Li?€?ion battery tests were performed by a Bio?€?Logic VMP3 battery tester ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
2239,192,"T Yoon, C Chae, YK Sun, X Zhao, HH Kung?€?",Bottom-up in situ formation of Fe 3 O 4 nanocrystals in a porous carbon foam for lithium-ion battery anodes,2011,Journal of Materials ?€?,pubs.rsc.org,,21.33,32,6,9,"A facile and scalable process for the in situ formation of Fe3O4 nanocrystals in a pre-formed carbon foam (CF)(Fe3O4/CF) was developed, which involved impregnation of an aqueous iron nitrate solution onto CF followed by controlled thermal treatment in an inert atmosphere ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
2240,190,"F Croce, ML Focarete, J Hassoun, I Meschini?€?","A safe, high-rate and high-energy polymer lithium-ion battery based on gelled membranes prepared by electrospinning",2011,Energy & ?€?,pubs.rsc.org,,21.11,38,5,9,"In this paper we report on the characteristics of a polymer Li-ion battery based on a unique combination of innovative electrode and electrolyte materials. In particular, the electrolytic separator of this system is based on gelled membranes prepared by the electrospinning ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
2241,187,X Zhang,Thermal analysis of a cylindrical lithium-ion battery,2011,Electrochimica Acta,Elsevier,,20.78,187,1,9,"This work investigates the heat generation characteristics of a cylindrical lithium-ion battery. The battery consists of the graphite, LiPF 6 of the propylene carbonate/ethylene carbonate/dimethyl carbonate (PC/EC/DMC) solution, and spinal as anode, electrolyte and ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
2242,185,"JL Goldman, BR Long, AA Gewirth?€?",Strain anisotropies and Self?€?Limiting capacities in Single?€?Crystalline 3D silicon microstructures: Models for high energy density Lithium?€?Ion battery anodes,2011,Advanced Functional ?€?,Wiley Online Library,,20.56,46,4,9,"This study examines the crystallographic anisotropy of strain evolution in model, single?€?crystalline silicon anode microstructures on electrochemical intercalation of lithium atoms. The 3D hierarchically patterned single?€?crystalline silicon microstructures used as model ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
2243,180,"PWC Northrop, V Ramadesigan, S De?€?","Coordinate transformation, orthogonal collocation, model reformulation and simulation of electrochemical-thermal behavior of lithium-ion battery stacks",2011,Journal of The ?€?,iopscience.iop.org,,20,45,4,9,"In this paper, a simple transformation of coordinates is proposed that facilitates the efficient simulation of the non-isothermal lithium-ion pseudo 2-D battery model. The transformed model is then conveniently discretized using orthogonal collocation with the collocation ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
2244,175,"XY Xue, ZH Chen, LL Xing, S Yuan?€?",SnO 2/??-MoO 3 core-shell nanobelts and their extraordinarily high reversible capacity as lithium-ion battery anodes,2011,Chemical ?€?,pubs.rsc.org,,19.44,35,5,9,Extraordinarily high reversible capacity of lithium-ion battery anodes is realized from SnO2/??-MoO3 core-shell nanobelts. The reversible capacity is much higher than traditional theoretical results. Such behavior is attributed to ??-MoO3 that makes extra Li2O reversibly ?€?,FALSE,FALSE,TRUE,FALSE,FALSE
2245,174,"T Yang, N Zhang, Y Lang, K Sun",Enhanced rate performance of carbon-coated LiNi0. 5Mn1. 5O4 cathode material for lithium ion batteries,2011,Electrochimica Acta,Elsevier,,19.33,44,4,9,"?€? surface reactivity of the LiNi 0.5 Mn 1.5 O 4 with the electrolyte at high operating voltage results in the formation of SEI film [7], [8]. This SEI layer significantly hinders the insertion/extraction of Li + ion, the charge transfer and hence the kinetics of the electrochemical processes ?€?",TRUE,TRUE,FALSE,FALSE,FALSE
2246,174,"H Chen, Y Xiao, L Wang, Y Yang",Silicon nanowires coated with copper layer as anode materials for lithium-ion batteries,2011,Journal of Power Sources,Elsevier,,19.33,44,4,9,"?€? In addition, better cycling performance of the copper-coated Si NWs may be attributed to the copper layer which has a better electronic conductivity than carbon and results in a lower polarization or a different SEI layer on the electrode surface. Download full-size image. Fig ?€?",TRUE,FALSE,TRUE,FALSE,TRUE
2247,173,"XY Xue, S Yuan, LL Xing, ZH Chen, B He?€?",Porous Co 3 O 4 nanoneedle arrays growing directly on copper foils and their ultrafast charging/discharging as lithium-ion battery anodes,2011,Chemical ?€?,pubs.rsc.org,,19.22,29,6,9,"Ultrafast charging/discharging of lithium-ion battery anodes is realized from porous Co3O4 nanoneedle arrays growing on copper foils. Their charge time can be shortened to??? 6 s, their reversible capacity at 0.5 C rate is 1167 mAh/g. This implies that nano-arrays growing ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
2248,164,"S Adams, RP Rao",High power lithium ion battery materials by computational design,2011,physica status solidi (a),Wiley Online Library,,18.22,82,2,9,"Empirical bond length?€?bond valence (BV) relations provide insight into the link between structure of and ion transport in solid electrolytes and mixed conductors. Building on our earlier systematic adjustment of BV parameters to the bond softness, here we discuss how ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
2249,164,"US Kim, J Yi, CB Shin, T Han, S Park",Modelling the thermal behaviour of a lithium-ion battery during charge,2011,Journal of Power Sources,Elsevier,,18.22,33,5,9,A method for modelling the thermal behaviour of a lithium-ion battery (LIB) during charge is presented. The effect of charge conditions on the thermal behaviour is examined by means of the finite element method. A comparison of the experimental charge curves with the ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
2250,160,"YJ Mai, JP Tu, XH Xia, CD Gu, XL Wang",Co-doped NiO nanoflake arrays toward superior anode materials for lithium ion batteries,2011,Journal of Power Sources,Elsevier,,17.78,32,5,9,"?€? 3a), a main cathodic peak is observed at about 0.45 V and a low-intensity peak near 1.3 V correspond the reduction of NiO to metallic Ni nanoparticles and the formation of a partially reversible SEI layer whose composition includes Li 2 CO 3 , ethylene-oxide-based oligomers ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
2251,158,"F Wang, J Graetz, MS Moreno, C Ma, L Wu, V Volkov?€?",Chemical distribution and bonding of lithium in intercalated graphite: Identification with optimized electron energy loss spectroscopy,2011,Acs Nano,ACS Publications,,17.56,23,7,9,"?€? The Li K-edge spectroscopy and mapping, combined with electron microscopy-based structural analysis provide a comprehensive view of the structure-correlated lithium intercalation in graphite and of the formation of the SEI layer ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
2252,156,"H Xiang, J Chen, Z Li, H Wang",An inorganic membrane as a separator for lithium-ion battery,2011,Journal of Power Sources,Elsevier,,17.33,39,4,9,"An Al 2 O 3 inorganic separator is prepared by a double sintering process. The Al 2 O 3 separator has a high porosity and good mechanical strength. After the liquid electrolyte is infiltrated, the separator exhibits quite high ionic conductivities, and even the conductivity ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
2253,155,"K Leung, Y Qi, KR Zavadil, YS Jung?€?",Using atomic layer deposition to hinder solvent decomposition in lithium ion batteries: first-principles modeling and experimental studies,2011,Journal of the ?€?,ACS Publications,,17.22,31,5,9,"?€? accepted that, upon the first charge of uncoated graphitic anodes, the negative potential applied to induce Li + intercalation into graphite decomposes ethylene carbonate (EC) molecules in the solvent, yielding a self-limiting, 3?€?10 nm thick, passivating SEI layer containing Li 2 ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
2254,152,"C Peabody, CB Arnold",The role of mechanically induced separator creep in lithium-ion battery capacity fade,2011,Journal of Power Sources,Elsevier,,16.89,76,2,9,Lithium-ion batteries are well-known to be plagued by a gradual loss of capacity and power which occur regardless of use and can be limiting factors in the development of emerging energy technologies. Here we show that separator deformation in response to mechanical ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
2255,151,"CA Bonino, L Ji, Z Lin, O Toprakci?€?",Electrospun carbon-tin oxide composite nanofibers for use as lithium ion battery anodes,2011,?€? Applied Materials & ?€?,ACS Publications,,16.78,30,5,9,"Composite carbon?€?tin oxide (C-SnO2) nanofibers are prepared by two methods and evaluated as anodes in lithium-ion battery half cells. Such an approach complements the long cycle life of carbon with the high lithium storage capacity of tin oxide. In addition, the ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
2256,148,"JT Han, JB Goodenough",3-V Full Cell Performance of Anode Framework TiNb2O7/Spinel LiNi0.5Mn1.5O4,2011,Chemistry of materials,ACS Publications,,16.44,74,2,9,"?€? Therefore, a passivating solid?€?electrolyte interface (SEI) layer is formed on the carbon to prevent further reduction of the electrolyte. In the case of a carbon anode, a charging voltage V ch electroplates lithium on the SEI layer during a fast charge ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
2257,146,"W Wang, R Epur, PN Kumta",Vertically aligned silicon/carbon nanotube (VASCNT) arrays: Hierarchical anodes for lithium-ion battery,2011,Electrochemistry communications,Elsevier,,16.22,49,3,9,Vertically aligned silicon/carbon nanotube arrays are directly synthesized on Inconel metal current collector as lithium-ion battery anode. The hierarchical anode eliminates the traditional preparation of electrodes obviating the use of polymer binder facilitating the ?€?,FALSE,FALSE,TRUE,FALSE,TRUE
2258,146,"A Krause, P Kossyrev, M Oljaca, S Passerini?€?",Electrochemical double layer capacitor and lithium-ion capacitor based on carbon black,2011,Journal of Power ?€?,Elsevier,,16.22,29,5,9,"?€? The constant increase of ESR during cycling is most likely related to the growing of an SEI layer on the lithium electrode. The effect is more pronounced at higher currents, promoting the formation of high surface area dendrites which react rather quickly with the electrolyte ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
2259,144,"J Hassoun, YK Sun, B Scrosati",Rechargeable lithium sulfide electrode for a polymer tin/sulfur lithium-ion battery,2011,Journal of Power Sources,Elsevier,,16,48,3,9,"In this work we investigate the electrochemical behavior of a new type of carbon?€?lithium sulfide composite electrode. Results based on cyclic voltammetry, charge (lithium removal)-discharge (lithium acceptance) demonstrate that this electrode has a good performance in ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
2260,143,"R Klein, NA Chaturvedi, J Christensen?€?",Optimal charging strategies in lithium-ion battery,2011,Proceedings of the ?€?,ieeexplore.ieee.org,,15.89,36,4,9,"There is a strong need for advanced control methods in battery management systems, especially in the plug-in hybrid and electric vehicles sector, due to cost and safety issues of new high-power battery packs and high-energy cell design. Limitations in computational ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
2261,141,"ES Choi, SY Lee",?€? porous structure of a SiO 2/poly (vinylidene fluoride-hexafluoropropylene)-coated poly (ethylene terephthalate) nonwoven composite separator for a lithium-ion battery,2011,Journal of Materials Chemistry,pubs.rsc.org,,15.67,71,2,9,We demonstrate a new silica (SiO2) nanoparticle/polyvinylidene fluoride-hexafluoropropylene (PVdF-HFP)-coated polyethylene terephthalate (PET) nonwoven composite separator for a lithium-ion battery as a promising alternative to a commercialized ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
2262,138,"AMA Hashem, AE Abdel-Ghany, AE Eid, J Trottier?€?",Study of the surface modification of LiNi1/3Co1/3Mn1/3O2 cathode material for lithium ion battery,2011,Journal of Power ?€?,Elsevier,,15.33,28,5,9,Abstract The surface of LiNi 1/3 Co 1/3 Mn 1/3 O 2 (LNMCO) particles has been studied for material synthesized at 900?? C by a two-step process from a mixture of LiOH?? H 2 O and metal oxalate [(Ni 1/3 Co 1/3 Mn 1/3) C 2 O 4] obtained by co-precipitation. Samples have ?€?,FALSE,TRUE,FALSE,FALSE,FALSE
2263,134,"X Yuan, H Liu, J Zhang",Lithium-ion batteries: advanced materials and technologies,2011,,books.google.com,BOOK,14.89,45,3,9,"?€? 147 Alexandra Lex-Balducci, Wesley Henderson, and Stefano Passerini 5. Separators for Lithium-Ion Batteries..... 197 Shriram Santhanagopalan and Zhengming (John) Zhang 6. First-Principles Methods in the Modeling of Li-Ion Battery Materials ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
2264,132,"YD Li, SX Zhao, CW Nan, BH Li",Electrochemical performance of SiO2-coated LiFePO4 cathode materials for lithium ion battery,2011,Journal of Alloys and Compounds,Elsevier,,14.67,33,4,9,"The surface of LiFePO 4/C particles was coated with SiO 2 via a sol?€?gel method, and the electrochemical performance of SiO 2-coated LiFePO 4 cathode materials at room temperature and 55?? C was investigated. Compared with pristine LiFePO 4, the structure of ?€?",FALSE,TRUE,FALSE,FALSE,FALSE
2265,132,"P Lu, SJ Harris",Lithium transport within the solid electrolyte interphase,2011,Electrochemistry Communications,Elsevier,,14.67,66,2,9,?€? Our work aims to provide a more detailed description of transport mechanisms in SEI films. The ultimate goal is to provide the understanding necessary to design an SEI layer with minimum thickness and impedance and with maximum durability ?€?,TRUE,FALSE,FALSE,FALSE,FALSE
2266,131,"DT Welna, L Qu, BE Taylor, L Dai, MF Durstock",Vertically aligned carbon nanotube electrodes for lithium-ion batteries,2011,Journal of Power Sources,Elsevier,,14.56,26,5,9,?€? SEI) layer. The formation of this SEI layer is an irreversible process and is critical in creating a stable electrolyte-electrode interface [29]. Similar plateaus are also observed in the non-aligned MWNT electrode as shown in Fig ?€?,TRUE,FALSE,FALSE,FALSE,TRUE
2267,129,"S Kalnaus, K Rhodes, C Daniel",A study of lithium ion intercalation induced fracture of silicon particles used as anode material in Li-ion battery,2011,Journal of Power Sources,Elsevier,,14.33,43,3,9,The fracture of Si particles due to internal stresses formed during the intercalation of lithium ions was described by means of a thermal analogy model and brittle fracture damage parameter. The stresses were calculated following the diffusion equation and equations of ?€?,FALSE,FALSE,TRUE,FALSE,FALSE
2268,128,"MY Lee, SJ Park, K Park, KS Kim, H Lee, SK Hahn",Target-specific gene silencing of layer-by-layer assembled gold?€?cysteamine/siRNA/PEI/HA nanocomplex,2011,ACS nano,ACS Publications,,14.22,21,6,9,"Target-specific intracellular delivery of small interfering RNA (siRNA) is regarded as one of the most important technologies for the development of siRNA therapeutics. In this work, a cysteamine modified gold nanoparticles (AuCM)/siRNA/polyethyleneimine (PEI)/hyaluronic ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
2269,128,"I Belharouak, GM Koenig Jr, K Amine",Electrochemistry and safety of Li4Ti5O12 and graphite anodes paired with LiMn2O4 for hybrid electric vehicle Li-ion battery applications,2011,Journal of Power Sources,Elsevier,,14.22,43,3,9,"?€? by the results demonstrated in this manuscript [4]. It has been reported that the lifetime of the graphite/LiMn 2 O 4 (G/LMO) cell chemistry is dramatically shortened because manganese ions from the cathode dissolved into the electrolyte and poisoned the SEI layer, which is ?€?",TRUE,TRUE,TRUE,FALSE,FALSE
2270,127,"A Hoke, A Brissette, D Maksimovi???€?",Electric vehicle charge optimization including effects of lithium-ion battery degradation,2011,2011 IEEE Vehicle ?€?,ieeexplore.ieee.org,,14.11,32,4,9,"This paper presents a method for minimizing the cost of electric vehicle (EV) charging given variable electricity costs while also accounting for estimated costs of battery degradation using a simplified lithium-ion battery lifetime model. The simple battery lifetime model, also ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
2271,127,"YS Jung, AS Cavanagh, Y Yan?€?",Effects of atomic layer deposition of Al2O3 on the Li [Li0. 20Mn0. 54Ni0. 13Co0. 13] O2 cathode for lithium-ion batteries,2011,Journal of the ?€?,iopscience.iop.org,,14.11,32,4,9,?€? mA hg ???1 ). The 'artificial' solid electrolyte interphase (SEI) layers constructed by ALD followed by heat treatment might show better Li + -ion kinetics than a SEI layer formed by the electrolyte decomposition reaction on the bare electrode surface during charge-discharge cycles ?€?,TRUE,TRUE,FALSE,FALSE,TRUE
2272,126,"Z Chen, Y Qin, Y Ren, W Lu, C Orendorff?€?",Multi-scale study of thermal stability of lithiated graphite,2011,Energy & ?€?,pubs.rsc.org,,14,21,6,9,?€? runaway. Atomic level characterization also reveals that the SEI layer on materials containing 3R graphite shows higher thermal stability than that on 2H graphite. The ?€? anode. Discussion. Thermal stability of SEI Layer and 18650 cells. The ?€?,TRUE,FALSE,TRUE,FALSE,FALSE
