Cites,Title,Year,Publisher,GSRank,CitesPerYear,CitesPerAuthor,AuthorCount,Age
42,Solid electrolyte lithium phosphous oxynitride as a protective nanocladding layer for 3D high-capacity conversion electrodes,2016,ACS Publications,542,10.5,7,6,4
42,Reducing the charge carrier transport barrier in functionally layer‐graded electrodes,2017,Wiley Online Library,835,14,7,6,3
42,Semimicro-size agglomerate structured silicon-carbon composite as an anode material for high performance lithium-ion batteries,2016,Elsevier,862,10.5,6,7,4
42,Superior electrochemical performance of LiCoO2 electrodes enabled by conductive Al2O3-doped ZnO coating via magnetron sputtering,2015,Elsevier,923,8.4,7,6,5
41,N-doped carbon coated LiTi2 (PO4) 3 as superior anode using PANi as carbon and nitrogen bi-sources for aqueous lithium ion battery,2018,Elsevier,443,20.5,5,8,2
41,Superior rate performance of Li4Ti5O12/TiO2/C/CNTs composites via microemulsion-assisted method as anodes for lithium ion battery,2014,Elsevier,877,6.83,7,6,6
41,Synthesis of Zn 3 V 2 O 8 nanoplatelets for lithium-ion battery and supercapacitor applications,2015,pubs.rsc.org,925,8.2,14,3,5
41,Porous Mn3O4 nanorod/reduced graphene oxide hybrid paper as a flexible and binder-free anode material for lithium ion battery,2016,Elsevier,994,10.25,10,4,4
41,Role of Li concentration and the SEI layer in enabling high performance Li metal electrodes using a phosphonium bis (fluorosulfonyl) imide ionic liquid,2017,ACS Publications,11,13.67,10,4,3
41,Flower-shaped lithium nitride as a protective layer via facile plasma activation for stable lithium metal anodes,2019,Elsevier,58,41,8,5,1
41,A comparative study on thermal stability of two solid electrolyte interphase (SEI) films on graphite negative electrode,2013,iopscience.iop.org,59,5.86,7,6,7
41,Graphene wrapping as a protective clamping layer anchored to carbon nanofibers encapsulating Si nanoparticles for a Li-ion battery anode,2014,pubs.rsc.org,77,6.83,8,5,6
41,Protective organic additives for high voltage LiNi0. 5Mn1. 5O4 cathode materials,2014,Elsevier,407,6.83,14,3,6
41,"Theoretical study of the reductive decomposition of 1, 3-propane sultone: SEI forming additive in lithium-ion batteries",2012,pubs.rsc.org,434,5.13,21,2,8
41,Germanium Nanowires-in-Graphite Tubes via Self-Catalyzed Synergetic Confined Growth and Shell-Splitting Enhanced Li-Storage Performance,2015,ACS Publications,439,8.2,8,5,5
41,Controlled synthesis of iron sulfide coated by carbon layer to improve lithium and sodium storage,2017,Elsevier,510,13.67,6,7,3
41,Deterioration estimation of lithium-ion cells in direct current power supply systems and characteristics of 400-Ah lithium-ion cells,2009,Elsevier,544,3.73,41,1,11
41,Upconversion nanoparticles/hyaluronate–rose bengal conjugate complex for noninvasive photochemical tissue bonding,2017,ACS Publications,798,13.67,7,6,3
41,A dual‐salt gel polymer electrolyte with 3D cross‐linked polymer network for dendrite‐free lithium metal batteries,2018,Wiley Online Library,860,20.5,6,7,2
41,Interfacial processes at single-crystal β-Sn electrodes in organic carbonate electrolytes,2011,Elsevier,995,4.56,14,3,9
40,Negative electrode for a lithium ion battery,2015,Google Patents,754,8,20,2,5
40,Analysis of molecular clusters in simulations of lithium-ion battery electrolytes,2013,ACS Publications,858,5.71,20,2,7
40,Structure and electrochemical properties of spinel Li4Ti5O12 nanocomposites as anode for lithium-ion battery,2014,electrochemsci.org,912,6.67,7,6,6
40,Electrochemical Analysis for Enhancing Interface Layer of Spinel Li4Ti5O12: p-Toluenesulfonyl Isocyanate as Electrolyte Additive,2015,ACS Publications,226,8,8,5,5
40,Enhanced lithiation and fracture behavior of silicon mesoscale pillars via atomic layer coatings and geometry design,2014,Elsevier,230,6.67,7,6,6
40,Is the solid electrolyte interphase an extra-charge reservoir in li-ion batteries?,2017,ACS Publications,254,13.33,10,4,3
40,Studies on the enhancement of solid electrolyte interphase formation on graphitized anodes in LiX-carbonate based electrolytes using Lewis acid additives for lithium …,2009,Elsevier,263,3.64,6,7,11
40,Differential pulse effects of solid electrolyte interface formation for improving performance on high-power lithium ion battery,2011,Elsevier,266,4.44,8,5,9
40,Effect of lithiation potential and cycling on chemical and morphological evolution of Si thin film electrode studied by ToF-SIMS,2014,ACS Publications,312,6.67,10,4,6
40,Enabling reliable lithium metal batteries by a bifunctional anionic electrolyte additive,2018,Elsevier,342,20,6,7,2
40,Electron transfer through solid-electrolyte-interphase layers formed on Si anodes of Li-ion batteries,2014,Elsevier,409,6.67,10,4,6
40,Improvement of intermetallics electrochemical behavior by playing with the composite electrode formulation,2011,pubs.rsc.org,410,4.44,10,4,9
40,A fluorinated ether electrolyte enabled high performance prelithiated graphite/sulfur batteries,2017,ACS Publications,438,13.33,7,6,3
40,A novel flame retardant and film-forming electrolyte additive for lithium ion batteries,2009,Elsevier,486,3.64,7,6,11
40,Electrolyte‐Regulated Solid‐Electrolyte Interphase Enables Long Cycle Life Performance in Organic Cathodes for Potassium‐Ion Batteries,2019,Wiley Online Library,629,40,7,6,1
40,Magnetic element utilizing protective sidewall passivation,2013,Google Patents,656,5.71,20,2,7
40,Few-layer graphene island seeding for dendrite-free Li metal electrodes,2016,ACS Publications,743,10,8,5,4
40,Schottky diode,2014,Google Patents,782,6.67,8,5,6
39,Electrospun porous carbon nanofibers as lithium ion battery anodes,2015,Springer,818,7.8,20,2,5
39,Hierarchically structured reduced graphene oxide/WO3 frameworks for an application into lithium ion battery anodes,2015,Elsevier,872,7.8,10,4,5
39,A study on effect of lithium ion battery design variables upon features of thermal-runaway using mathematical model and simulation,2015,Elsevier,990,7.8,13,3,5
39,Dynamics and morphology of solid electrolyte interphase (SEI),2016,pubs.rsc.org,89,9.75,13,3,4
39,An Artificial Lithium Protective Layer that Enables the Use of Acetonitrile‐Based Electrolytes in Lithium Metal Batteries,2018,Wiley Online Library,112,19.5,10,4,2
39,In situ study of silicon electrode lithiation with X-ray reflectivity,2016,ACS Publications,292,9.75,8,5,4
39,"Reactions at the electrode/electrolyte interface of all-solid-state lithium batteries incorporating Li–M (M= Sn, Si) alloy electrodes and sulfide-based solid electrolytes",2016,Elsevier,309,9.75,10,4,4
39,Economical synthesis and promotion of the electrochemical performance of silicon nanowires as anode material in Li-ion batteries,2013,ACS Publications,550,5.57,8,5,7
39,Beam-assisted large elongation of in situ formed Li2O nanowires,2012,nature.com,560,4.88,8,5,8
39,Optical waveguide device and optical communication module,2010,Google Patents,926,3.9,8,5,10
38,High Rate and Stable Li-Ion Insertion in Oxygen-Deficient LiV3O8 Nanosheets as a Cathode Material for Lithium-Ion Battery,2017,ACS Publications,675,12.67,13,3,3
38,Porous silicon from the magnesiothermic reaction as a high-performance anode material for lithium ion battery applications,2017,Elsevier,820,12.67,10,4,3
38,Synthesis and electrochemical characterization of carbon spheres as anode material for lithium-ion battery,2010,Elsevier,880,3.8,13,3,10
38,Bacterial nanometric amorphous Fe-based oxide: a potential lithium-ion battery anode material,2014,ACS Publications,934,6.33,10,4,6
38,Robust metallic lithium anode protection by the molecular‐layer‐deposition technique,2018,Wiley Online Library,54,19,8,5,2
38,Layer-by-layered SnS2/graphene hybrid nanosheets via ball-milling as promising anode materials for lithium ion batteries,2018,Elsevier,573,19,5,8,2
38,Impact of active layer design on InGaN radiative recombination coefficient and LED performance,2012,aip.scitation.org,700,4.75,6,6,8
38,Enhanced Electrochemical Performance of Li1.2Mn0.54Ni0.13Co0.13O2 Cathode with an Ionic Conductive LiVO3 Coating Layer,2016,ACS Publications,846,9.5,8,5,4
38,Door for drum-type washing machine,2010,Google Patents,982,3.8,10,4,10
37,Graphene‐Armored Aluminum Foil with Enhanced Anticorrosion Performance as Current Collectors for Lithium‐Ion Battery,2017,Wiley Online Library,498,12.33,6,6,3
37,Lithium ion battery with electrolyte-embedded separator particles,2013,Google Patents,709,5.29,19,2,7
37,Determination of transport parameters in liquid binary lithium ion battery electrolytes,2017,iopscience.iop.org,808,12.33,9,4,3
37,A new metallic carbon allotrope with high stability and potential for lithium ion battery anode material,2017,Elsevier,827,12.33,9,4,3
37,Electrochemical properties of Li [Ni1/3Mn1/3Al1/3− xCox] O2 as a cathode material for lithium ion battery,2011,Elsevier,855,4.11,12,3,9
37,Comparison of three‐dimensional analysis and stereological techniques for quantifying lithium‐ion battery electrode microstructures,2016,Wiley Online Library,882,9.25,9,4,4
37,A review of nanostructured lithium ion battery materials via low temperature synthesis,2013,ingentaconnect.com,892,5.29,37,1,7
37,Nonlinear fault detection and isolation for a lithium-ion battery management system,2010,asmedigitalcollection.asme.org,898,3.7,12,3,10
37,On-line equalization for lithium-ion battery packs based on charging cell voltages: Part 2. Fuzzy logic equalization,2014,Elsevier,956,6.17,6,6,6
37,Controllable Solid Electrolyte Interphase in Nickel‐Rich Cathodes by an Electrochemical Rearrangement for Stable Lithium‐Ion Batteries,2018,Wiley Online Library,318,18.5,5,7,2
37,Microwave-Solvothermal Synthesis of Various Polymorphs of Nanostructured TiO2 in Different Alcohol Media and Their Lithium Ion Storage Properties,2012,ACS Publications,462,4.63,12,3,8
37,High performance silicon-based anodes in solid-state lithium batteries,2014,pubs.rsc.org,476,6.17,7,5,6
37,Impacts of surface Mn valence on cycling performance and surface chemistry of Li-and Al-substituted spinel battery cathodes,2011,iopscience.iop.org,489,4.11,7,5,9
37,Free-standing Ni–NiO nanofiber cloth anode for high capacity and high rate Li-ion batteries,2015,Elsevier,526,7.4,6,6,5
37,Facile synthesis of 3D anode assembly with Si nanoparticles sealed in highly pure few layer graphene deposited on porous current collector for long life Li‐ion battery,2017,Wiley Online Library,533,12.33,9,4,3
37,Effect of oxide layer thickness to nano–Si anode for Li-ion batteries,2013,pubs.rsc.org,590,5.29,7,5,7
37,Porous LiF layer fabricated by a facile chemical method toward dendrite-free lithium metal anode,2019,Elsevier,708,37,7,5,1
36,Recent advances in poly (vinylidene fluoride) and its copolymers for lithium-ion battery separators,2018,mdpi.com,564,18,9,4,2
36,Composite of polyvinylidene fluoride–cellulose acetate with Al (OH) 3 as a separator for high-performance lithium ion battery,2017,Elsevier,618,12,7,5,3
36,Lithium-ion battery models for computer simulation,2010,ieeexplore.ieee.org,791,3.6,9,4,10
36,Lithium ion battery anodes using Si-Fe based nanocomposite structures,2016,Elsevier,862,9,7,5,4
36,Synthesis of LiNi0. 5Mn1. 5O4 cathode with excellent fast charge-discharge performance for lithium-ion battery,2014,Elsevier,885,6,7,5,6
36,Engineering vertical aligned MoS2 on graphene sheet towards thin film lithium ion battery,2015,Elsevier,923,7.2,5,8,5
36,Grid-connected Lithium-ion battery energy storage system for load leveling and peak shaving,2013,ieeexplore.ieee.org,928,5.14,12,3,7
36,XPS-surface analysis of SEI layers on Li-ion cathodes: Part II. SEI-composition and formation inside composite electrodes,2018,iopscience.iop.org,41,18,9,4,2
36,Charging optimization of battery electric vehicles including cycle battery aging,2014,ieeexplore.ieee.org,373,6,9,4,6
36,XPS on Li-battery-related compounds: analysis of inorganic SEI phases and a methodology for charge correction,2018,ACS Publications,422,18,18,2,2
36,Increased cycling efficiency of lithium anodes in dimethyl sulfoxide electrolytes for use in Li-O2 batteries,2014,iopscience.iop.org,423,6,9,4,6
36,Layer-by-layer assembled graphene-coated mesoporous SnO2 spheres as anodes for advanced Li-ion batteries,2014,Elsevier,428,6,7,5,6
36,Uneven film formation across depth of porous graphite electrodes in cycled commercial Li-ion batteries,2015,ACS Publications,446,7.2,7,5,5
36,L-cysteine-assisted preparation of porous NiO hollow microspheres with enhanced performance for lithium storage,2013,pubs.rsc.org,535,5.14,7,5,7
36,Horizontal Growth of Lithium on Parallelly Aligned MXene Layers towards Dendrite‐Free Metallic Lithium Anodes,2019,Wiley Online Library,644,36,7,5,1
36,Effects of VC-LiBOB binary additives on SEI formation in ionic liquid–organic composite electrolyte,2012,pubs.rsc.org,715,4.5,5,7,8
36,Development of 15 kV 4H-SiC IGBTs,2012,Trans Tech Publ,758,4.5,7,5,8
36,Highly reversible Na and K metal anodes enabled by carbon paper protection,2018,Elsevier,870,18,5,8,2
35,Double-shell Li-rich layered oxide hollow microspheres with sandwich-like carbon@ spinel@ layered@ spinel@ carbon shells as high-rate lithium ion battery cathode,2019,Elsevier,303,35,4,8,1
35,Design and analysis of capacity models for Lithium-ion battery,2018,Elsevier,494,17.5,7,5,2
35,Investigation of the deformation mechanisms of lithium-ion battery components using in-situ micro tests,2018,Elsevier,566,17.5,9,4,2
35,Experimental and numerical investigation on integrated thermal management for lithium-ion battery pack with composite phase change materials,2017,Elsevier,681,11.67,5,7,3
35,Decoration of MnO nanocrystals on flexible freestanding carbon nanofibers for lithium ion battery anodes,2017,Elsevier,765,11.67,5,7,3
35,SOC estimation-based quasi-sliding mode control for cell balancing in lithium-ion battery packs,2017,ieeexplore.ieee.org,790,11.67,9,4,3
35,An adaptive backward control battery equalization system for serially connected lithium-ion battery packs,2014,ieeexplore.ieee.org,910,5.83,9,4,6
35,Core–Shell LiFePO4/Carbon‐Coated Reduced Graphene Oxide Hybrids for High‐Power Lithium‐Ion Battery Cathodes,2015,Wiley Online Library,997,7,18,2,5
35,Solid electrolyte interphase on native oxide-terminated silicon anodes for Li-ion batteries,2019,Elsevier,113,35,5,7,1
35,Determination of the formation and range of stability of the SEI on glassy carbon by local electrochemistry,2015,pubs.rsc.org,151,7,12,3,5
35,Direct Observation of the Growth of Lithium Dendrites on Graphite Anodes by Operando EC‐AFM,2018,Wiley Online Library,287,17.5,6,6,2
35,Effects of fluoroethylene carbonate on low temperature performance of mesocarbon microbeads anode,2012,Elsevier,404,4.38,6,6,8
35,In situ microscope FTIR spectroscopic studies of interfacial reactions of Sn–Co alloy film anode of lithium ion battery,2010,Elsevier,405,3.5,6,6,10
35,Comparative study of Li (Li1/3Ti5/3) O4 and Li (Ni1/2− xLi2x/3Tix/3) Ti3/2O4 (x= 1/3) anodes for Li rechargeable batteries,2009,Elsevier,571,3.18,7,5,11
35,Atomic-scale surface modifications and novel electrode designs for high-performance sodium-ion batteries via atomic layer deposition,2017,pubs.rsc.org,739,11.67,35,1,3
34,MoO2@MoS2 Nanoarchitectures for High‐Loading Advanced Lithium‐Ion Battery Anodes,2017,Wiley Online Library,622,11.33,5,7,3
34,Multiscale simulation platform linking lithium ion battery electrode fabrication process with performance at the cell level,2017,ACS Publications,633,11.33,9,4,3
34,Direct Synthesis of Alloyed Si1–xGex Nanowires for Performance-Tunable Lithium Ion Battery Anodes,2017,ACS Publications,661,11.33,6,6,3
34,Performance assessment and classification of retired lithium ion battery from electric vehicles for energy storage,2017,Elsevier,683,11.33,5,7,3
34,2D layered graphitic carbon nitride sandwiched with reduced graphene oxide as nanoarchitectured anode for highly stable lithium-ion battery,2017,Elsevier,843,11.33,9,4,3
34,Facile synthesis of Ge/N-doped carbon spheres with varying nitrogen content for lithium ion battery anodes,2016,ACS Publications,881,8.5,7,5,4
34,State-of-health estimation of lithium-ion battery packs in electric vehicles based on genetic resampling particle filter,2016,Elsevier,949,8.5,9,4,4
34,Graphene supported mesoporous single crystal silicon on Cu foam as a stable lithium-ion battery anode,2014,pubs.rsc.org,980,5.67,9,4,6
34,Tuning glycolide as an SEI-forming additive for thermally robust Li-ion batteries,2012,pubs.rsc.org,136,4.25,6,6,8
34,MOF derived ZnCo 2 O 4 porous hollow spheres functionalized with Ag nanoparticles for a long-cycle and high-capacity lithium ion battery anode,2017,pubs.rsc.org,471,11.33,7,5,3
33,Ultrafast fluxional exchange dynamics in electrolyte solvation sheath of lithium ion battery,2017,nature.com,695,11,6,6,3
33,Template-free synthesis of SnO2 hollow microspheres as anode material for lithium-ion battery,2012,Elsevier,857,4.13,5,7,8
33,ZnO-CoO nanoparticles encapsulated in 3D porous carbon microspheres for high-performance lithium-ion battery anodes,2014,Elsevier,901,5.5,7,5,6
33,Electrochemical properties of SnO2 nanorods as anode materials in lithium-ion battery,2009,iopscience.iop.org,970,3,8,4,11
33,Temperature effects on SEI formation and cyclability of Si nanoflake powder anode in the presence of SEI-forming additives,2017,Elsevier,45,11,6,6,3
33,Surface layer evolution on graphite during electrochemical sodium-tetraglyme co-intercalation,2017,ACS Publications,430,11,8,4,3
33,Plasma-enhanced atomic layer deposition of iron phosphate as a positive electrode for 3D lithium-ion microbatteries,2016,ACS Publications,714,8.25,8,4,4
33,Influences of additives on the formation of a solid electrolyte interphase on MnO electrode studied by atomic force microscopy and force spectroscopy,2014,ACS Publications,990,5.5,6,6,6
32,Achieving carbon-rich silicon-containing ceramic anode for advanced lithium ion battery,2019,Elsevier,410,32,5,6,1
32,Improved compatibility of graphite anode for lithium ion battery using sulfuric esters,2016,Elsevier,811,8,6,5,4
32,A polytriphenylamine-modified separator with reversible overcharge protection for 3.6 V-class lithium-ion battery,2009,Elsevier,883,2.91,8,4,11
32,Hierarchical mesoporous rutile TiO2/C composite nanospheres as lithium-ion battery anode materials,2016,Elsevier,942,8,8,4,4
32,The impact of Li grain size on coulombic efficiency in Li batteries,2016,nature.com,356,8,5,6,4
32,"Intrinsic Surface Stability in LiMn2–xNixO4–δ (x= 0.45, 0.5) High Voltage Spinel Materials for Lithium Ion Batteries",2012,iopscience.iop.org,475,4,8,4,8
32,Porous Fe2O3 nanorods anchored on nitrogen-doped graphenes and ultrathin Al2O3 coating by atomic layer deposition for long-lived lithium ion battery anode,2014,Elsevier,613,5.33,5,7,6
32,Remarkable high-temperature Li-storage performance of few-layer graphene-anchored Fe 3 O 4 nanocomposites as an anode,2017,pubs.rsc.org,727,10.67,8,4,3
32,"High performance, ultra high voltage 4H-SiC IGBTs",2012,ieeexplore.ieee.org,817,4,6,5,8
31,Reduced graphene oxide/LiI composite lithium ion battery cathodes,2017,ACS Publications,501,10.33,6,5,3
31,Polyphenylene sulfide nonwoven-based composite separator with superior heat-resistance and flame retardancy for high power lithium ion battery,2018,Elsevier,734,15.5,4,7,2
31,State of charge estimation for Li-ion battery based on extended Kalman filter,2017,Elsevier,767,10.33,6,5,3
31,Lithium-ion battery prognostic testing and process,2009,Google Patents,866,2.82,16,2,11
31,Analytical modeling of dislocation effect on diffusion induced stress in a cylindrical lithium ion battery electrode,2014,Elsevier,899,5.17,8,4,6
31,The effect of metal silicide formation on silicon nanowire-based lithium-ion battery anode capacity,2012,Elsevier,913,3.88,10,3,8
31,Voltage equalization control algorithm for monitoring and balancing of series connected lithium-ion battery,2016,aip.scitation.org,924,7.75,10,3,4
31,Modeling of Lithium Ion battery with nonlinear transfer resistance,2011,ieeexplore.ieee.org,929,3.44,16,2,9
31,Electrochemical cycling behaviour of lithium carbonate (Li2CO3) pre-treated graphite anodes–SEI formation and graphite damage mechanisms,2014,Elsevier,538,5.17,10,3,6
31,"3.7 mΩ-cm2, 1500 V 4H-SiC DMOSFETs for advanced high power, high frequency applications",2011,ieeexplore.ieee.org,788,3.44,6,5,9
31,Power switching semiconductor devices including rectifying junction-shunts,2009,Google Patents,816,2.82,10,3,11
30,"An exploration of new energy storage system: high energy density, high safety, and fast charging lithium ion battery",2019,Wiley Online Library,249,30,4,7,1
30,Micro-short-circuit diagnosis for series-connected lithium-ion battery packs using mean-difference model,2018,ieeexplore.ieee.org,517,15,6,5,2
30,In Situ Synthesis of Mn3O4 Nanoparticles on Hollow Carbon Nanofiber as High‐Performance Lithium‐Ion Battery Anode,2018,Wiley Online Library,539,15,6,5,2
30,Porous SnO2 hollow microspheres as anodes for high-performance lithium ion battery,2018,Elsevier,623,15,4,7,2
30,Bacteria-inspired fabrication of Fe3O4-carbon/graphene foam for lithium-ion battery anodes,2017,Elsevier,684,10,4,7,3
30,Design of orderly carbon coatings for SiO anodes promoted by TiO2 toward high performance lithium-ion battery,2018,Elsevier,724,15,4,7,2
30,Lithium ion battery electrolyte including a vitreous eutectic mixture,2014,Google Patents,778,5,8,4,6
30,Lithium-ion battery,2014,Google Patents,846,5,10,3,6
30,Lithium ion battery module,2015,Google Patents,861,6,8,4,5
30,V2O5 Nanowire Composite Paper as a High-Performance Lithium-Ion Battery Cathode,2017,ACS Publications,864,10,4,7,3
30,Online lithium-ion battery internal resistance measurement application in state-of-charge estimation using the extended Kalman filter,2017,mdpi.com,919,10,10,3,3
30,One-pot fabrication of graphene sheets decorated Co2P-Co hollow nanospheres for advanced lithium ion battery anodes,2017,Elsevier,966,10,4,7,3
30,Low-density silicon thin films for lithium-ion battery anodes,2016,Elsevier,977,7.5,10,3,4
30,Electrochemical performance and thermal property of electrospun PPESK/PVDF/PPESK composite separator for lithium-ion battery,2013,Springer,993,4.29,4,8,7
30,A theory and a simulation capability for the growth of a solid electrolyte interphase layer at an anode particle in a Li-ion battery,2015,Elsevier,56,6,10,3,5
30,Stabilization of lithium-metal batteries based on the in situ formation of a stable solid electrolyte interphase layer,2018,ACS Publications,381,15,6,5,2
30,Effect of 1-butyl-1-methylpyrrolidinium hexafluorophosphate as a flame-retarding additive on the cycling performance and thermal properties of lithium-ion batteries,2011,Elsevier,532,3.33,6,5,9
30,Advanced surface and microstructural characterization of natural graphite anodes for lithium ion batteries,2014,Elsevier,536,5,6,5,6
30,Facile Synthesis of Layer Structured GeP3/C with Stable Chemical Bonding for Enhanced Lithium-Ion Storage,2017,nature.com,672,10,4,7,3
30,Li-rich layer-structured cathode materials for high energy Li-ion batteries,2014,World Scientific,832,5,10,3,6
28,Unlocking the coupling mechanical-electrochemical behavior of lithium-ion battery upon dynamic mechanical loading,2019,Elsevier,318,28,4,7,1
28,Highly loaded graphite–polylactic acid composite-based filaments for lithium-ion battery three-dimensional printing,2018,ACS Publications,470,14,6,5,2
28,One dimensional and coaxial polyaniline@ tin dioxide@ multi-wall carbon nanotube as advanced conductive additive free anode for lithium ion battery,2018,Elsevier,775,14,4,7,2
28,A comparative study of Si-containing electrolyte additives for lithium ion battery: Which one is better and why is it better,2017,Elsevier,936,9.33,5,6,3
28,Performance enhancement of Sn–Co alloys for lithium-ion battery by electrochemical dissolution treatment,2013,Elsevier,983,4,4,7,7
28,Modeling solid-electrolyte interphase (SEI) fracture: coupled mechanical/chemical degradation of the lithium ion battery,2017,iopscience.iop.org,64,9.33,14,2,3
28,Improving the lithium storage properties of Fe 2 O 3@ C nanoparticles by superoleophilic and superhydrophobic polysiloxane coatings,2012,pubs.rsc.org,519,3.5,7,4,8
28,"Static performance of 20 A, 1200 V 4H-SiC power MOSFETs at temperatures of− 187 C to 300 C",2012,Springer,863,3.5,6,5,8
27,Investigation of a commercial lithium-ion battery under overcharge/over-discharge failure conditions,2018,pubs.rsc.org,534,13.5,5,6,2
27,Lithium ion battery,2014,Google Patents,627,4.5,9,3,6
27,K6Nb10. 8O30 groove nanobelts as high performance lithium-ion battery anode towards long-life energy storage,2018,Elsevier,628,13.5,3,8,2
27,Parametric study of forced air cooling strategy for lithium-ion battery pack with staggered arrangement,2018,Elsevier,664,13.5,4,7,2
27,Polyoxometalate‐Based Bottom‐Up Fabrication of Graphene Quantum Dot/Manganese Vanadate Composites as Lithium Ion Battery Anodes,2017,Wiley Online Library,823,9,5,5,3
27,One-pot synthesis of in-situ carbon-coated Fe 3 O 4 as a long-life lithium-ion battery anode,2017,sites01.lsu.edu,918,9,4,7,3
27,An organic p–n junction as an efficient and cathode independent electron injection layer for flexible inverted organic light emitting diodes,2012,Elsevier,557,3.38,5,6,8
26,Online fault diagnosis of external short circuit for lithium-ion battery pack,2019,ieeexplore.ieee.org,459,26,5,5,1
26,Degradation model and cycle life prediction for lithium-ion battery used in hybrid energy storage system,2019,Elsevier,602,26,9,3,1
26,An experimental study on the thermal failure propagation in lithium-ion battery pack,2018,iopscience.iop.org,634,13,5,5,2
26,A flexible lithium-ion battery with quasi-solid gel electrolyte for storing pulsed energy generated by triboelectric nanogenerator,2018,Elsevier,744,13,4,6,2
26,A facile synthesis of controlled Mn3O4 hollow polyhedron for high-performance lithium-ion battery anodes,2018,Elsevier,842,13,4,6,2
26,High-rate and long-life lithium-ion battery performance of hierarchically hollow-structured NiCo2O4/CNT nanocomposite,2017,Elsevier,926,8.67,4,7,3
26,Long-term lithium-ion battery performance improvement via ultraviolet light treatment of the graphite anode,2016,iopscience.iop.org,927,6.5,5,5,4
26,lithium ion battery recycling technology 2015,2015,publications.lib.chalmers.se,955,5.2,26,1,5
26,Lithium ion battery aging: battery lifetime testing and physics-based modeling for electric vehicle applications,2017,publications.lib.chalmers.se,963,8.67,26,1,3
26,… fibrous membrane with crosslinked topographies fabricated via in-situ micro-melting and its application as superior Lithium-ion battery separator with shutdown …,2018,Elsevier,985,13,4,7,2
26,"A model of concurrent lithium dendrite growth, SEI growth, SEI penetration and regrowth",2017,iopscience.iop.org,35,8.67,13,2,3
26,A SEI modeling approach distinguishing between capacity and power fade,2017,iopscience.iop.org,229,8.67,7,4,3
26,Changing of SEI film and electrochemical properties about MCMB electrodes during long-term charge/discharge cycles,2013,iopscience.iop.org,504,3.71,4,6,7
26,SEI-forming electrolyte additives for lithium-ion batteries: development and benchmarking of computational approaches,2017,Springer,518,8.67,9,3,3
26,Methods of fabricating vertical JFET limited silicon carbide metal-oxide semiconductor field effect transistors,2011,Google Patents,819,2.89,26,1,9
25,An all-solid-state metal hydride–Sulfur lithium-ion battery,2017,Elsevier,906,8.33,5,5,3
25,Nanoscale Measurements of Lithium‐Ion‐Battery Materials using Scanning Probe Techniques,2017,Wiley Online Library,978,8.33,6,4,3
25,Interface Stability of a TiO2/3‐Methoxypropionitrile‐Based Electrolyte: First Evidence for Solid Electrolyte Interphase Formation and Implications,2014,Wiley Online Library,499,4.17,6,4,6
25,Impedance measurement for advanced battery management systems,2013,ieeexplore.ieee.org,522,3.57,6,4,7
24,Enhanced lithium storage by ZnFe2O4 nanofibers as anode materials for lithium-ion battery,2019,Elsevier,581,24,3,7,1
24,A low cost shutdown sandwich-like composite membrane with superior thermo-stability for lithium-ion battery,2017,Elsevier,750,8,4,6,3
24,Three-Dimensional Honeycomb-Structural LiAlO2-Modified LiMnPO4 Composite with Superior High Rate Capability as Li-Ion Battery Cathodes,2018,ACS Publications,819,12,5,5,2
24,#NAME?,2017,ieeexplore.ieee.org,887,8,5,5,3
24,Impact modeling of cylindrical lithium-ion battery cells: a heterogeneous approach,2016,Elsevier,991,6,12,2,4
24,Rational design of graphitic-inorganic Bi-layer artificial SEI for stable lithium metal anode,2019,Elsevier,130,24,3,7,1
24,Mathematical model for combined effect of SEI formation and gas evolution in Li-ion batteries,2014,iopscience.iop.org,744,4,12,2,6
24,Controlling Li Ion Flux through Materials Innovation for Dendrite‐Free Lithium Metal Anodes,2019,Wiley Online Library,911,24,5,5,1
23,A comprehensive approach for the clustering of similar-performance cells for the design of a lithium-ion battery module for electric vehicles,2019,Elsevier,477,23,3,7,1
23,Experimental study on heat dissipation for lithium-ion battery based on micro heat pipe array (MHPA),2018,Elsevier,801,11.5,8,3,2
23,SEI Dynamics in Metal Oxide Conversion Electrodes of Li-Ion Batteries,2017,ACS Publications,99,7.67,5,5,3
23,Stable Li metal anode with protected interface for high-performance Li metal batteries,2018,Elsevier,483,11.5,3,7,2
23,Dendrite Suppression by Synergistic Combination of Solid Polymer Electrolyte Crosslinked with Natural Terpenes and Lithium‐Powder Anode for Lithium‐Metal …,2017,Wiley Online Library,555,7.67,4,6,3
23,Carriage of SEI messages in RTP payload format,2013,Google Patents,718,3.29,12,2,7
22,Lithium-ion battery modeling and parameter identification based on fractional theory,2018,Elsevier,403,11,4,6,2
22,An evolutionary framework for lithium-ion battery state of health estimation,2019,Elsevier,520,22,4,5,1
22,In Situ Self-Formed Nanosheet MoS3/Reduced Graphene Oxide Material Showing Superior Performance as a Lithium-Ion Battery Cathode,2018,ACS Publications,563,11,3,7,2
22,MoS2 Nanosheets Vertically Grown on Carbonized Corn Stalks as Lithium-Ion Battery Anode,2018,ACS Publications,689,11,4,6,2
22,Ether modified poly (ether ether ketone) nonwoven membrane with excellent wettability and stability as a lithium ion battery separator,2018,Elsevier,813,11,3,8,2
